iter	RMSE
143	1.533490206
144	1.532643013
145	1.531620866
146	1.530835122
147	1.530062978
148	1.52925359
149	1.528523496
150	1.527947568
151	1.52725709
152	1.526556738
153	1.525628563
154	1.525069647
155	1.524359589
156	1.523605698
157	1.522910905
158	1.522143029
159	1.521288695
160	1.520758359
161	1.51999001
162	1.519377297
163	1.518753198
164	1.517930767
165	1.517232469
166	1.516371022
167	1.515688496
168	1.51510157
169	1.514228003
170	1.513736857
171	1.513126806
172	1.512620892
173	1.512039271
174	1.511526873
175	1.510831065
176	1.510000737
177	1.509514022
178	1.508873156
179	1.508176468
180	1.507459389
181	1.506831943
182	1.506125792
183	1.505445438
184	1.504924498
185	1.504434076
186	1.503757273
187	1.503228027
188	1.502738846
189	1.502321755
190	1.501789128
191	1.501299558
192	1.500751556
193	1.500066926
194	1.499498834
195	1.498691066
196	1.497921188
197	1.497307854
198	1.496815566
199	1.496117111
200	1.495484507
201	1.494963933
202	1.494370435
203	1.49368159
204	1.492849056
205	1.49230062
206	1.491626894
207	1.49109791
208	1.490275819
209	1.489767022
210	1.489029022
211	1.488709874
212	1.488309939
213	1.487724741
214	1.487223529
215	1.48657775
216	1.486128932
217	1.485565954
218	1.484996779
219	1.484570743
220	1.484076322
221	1.483499201
222	1.482988445
223	1.482366643
224	1.482002167
225	1.481446496
226	1.480947626
227	1.480368167
228	1.479891627
229	1.47933866
230	1.47869472
231	1.478072739
232	1.477542973
233	1.477068795
234	1.476505941
235	1.475865583
236	1.475363707
237	1.475045206
238	1.474464224
239	1.473989508
240	1.473535282
241	1.472961079
242	1.472679168
243	1.472298682
244	1.471836656
245	1.471512072
246	1.470905164
247	1.47036315
248	1.469953033
249	1.469469032
250	1.469271297
251	1.468641038
252	1.46837464
253	1.467903436
254	1.467475736
255	1.467095912
256	1.466607794
257	1.466193892
258	1.465874197
259	1.465317264
260	1.464985845
261	1.464575518
262	1.464277918
263	1.463857156
264	1.463341292
265	1.46284513
266	1.462401382
267	1.462163818
268	1.461588228
269	1.461194016
270	1.460773198
271	1.460332551
272	1.460013022
273	1.459561768
274	1.45909011
275	1.458561369
276	1.458229209
277	1.457810345
278	1.457505552
279	1.456973234
280	1.456579482
281	1.456199492
282	1.455619602
283	1.455304625
284	1.454891884
285	1.454365964
286	1.454065032
287	1.453471451
288	1.452976426
289	1.452510183
290	1.452082892
291	1.451547057
292	1.451091902
293	1.450561355
294	1.45024565
295	1.449927356
296	1.44965978
297	1.449065324
298	1.44859745
299	1.448257984
300	1.447929586
301	1.447686512
302	1.447197802
303	1.44671743
304	1.446283235
305	1.445841888
306	1.445488571
307	1.445315576
308	1.444949418
309	1.44462332
310	1.444305157
311	1.443846275
312	1.443354213
313	1.442941447
314	1.442394534
315	1.442040825
316	1.441641615
317	1.441267659
318	1.440980904
319	1.440661855
320	1.44018205
321	1.439747699
322	1.439546859
323	1.439126402
324	1.438774256
325	1.438381709
326	1.437997718
327	1.437634777
328	1.43729785
329	1.436586261
330	1.436317807
331	1.435989768
332	1.435775374
333	1.435431692
334	1.435036578
335	1.434731497
336	1.434273622
337	1.433818791
338	1.433493739
339	1.433048293
340	1.432735692
341	1.432324779
342	1.432052608
343	1.431680569
344	1.43142589
345	1.431007996
346	1.430683643
347	1.430340622
348	1.429811674
349	1.42952223
350	1.429038912
351	1.428669102
352	1.428431583
353	1.428150574
354	1.427786715
355	1.427348357
356	1.427004434
357	1.426777705
358	1.426406545
359	1.426193213
360	1.425848664
361	1.425411286
362	1.425161066
363	1.424884491
364	1.42455264
365	1.424318566
366	1.42393476
367	1.423462896
368	1.423141784
369	1.42278501
370	1.422373937
371	1.421720519
372	1.421383213
373	1.421050617
374	1.420620072
375	1.420278089
376	1.419965313
377	1.419552195
378	1.419178214
379	1.418804814
380	1.418527874
381	1.418134625
382	1.417889565
383	1.417459776
384	1.417179541
385	1.416888467
386	1.416310661
387	1.41601719
388	1.415627099
389	1.415303308
390	1.415073527
391	1.414877837
392	1.41454089
393	1.414117513
394	1.413749214
395	1.413515647
396	1.413285665
397	1.413017923
398	1.412707739
399	1.412457385
400	1.412174006
401	1.411825264
402	1.411539454
403	1.411285156
404	1.410948155
405	1.410705917
406	1.410074284
407	1.409682402
408	1.409413228
409	1.409187165
410	1.408767067
411	1.408468124
412	1.40816768
413	1.407831311
414	1.407444988
415	1.40717428
416	1.407052102
417	1.406540285
418	1.40628892
419	1.40591669
420	1.405530016
421	1.405195989
422	1.404826664
423	1.404441874
424	1.404160659
425	1.403809974
426	1.403473889
427	1.403208702
428	1.402954766
429	1.402665865
430	1.402206853
431	1.401858383
432	1.401452003
433	1.401247032
434	1.400816943
435	1.400562768
436	1.400064612
437	1.3997859
438	1.399417223
439	1.399104375
440	1.398857734
441	1.398550585
442	1.398096167
443	1.397845971
444	1.397552706
445	1.397021261
446	1.396628296
447	1.396314671
448	1.39591469
449	1.395546459
450	1.395230968
451	1.394957158
452	1.394643783
453	1.394219683
454	1.393905112
455	1.393557388
456	1.393220953
457	1.392812809
458	1.392530441
459	1.392325898
460	1.391930592
461	1.391667721
462	1.391439818
463	1.391290114
464	1.390765373
465	1.390398127
466	1.39002015
467	1.389699378
468	1.38932817
469	1.389008184
470	1.388582264
471	1.388245154
472	1.388019122
473	1.387692072
474	1.387345419
475	1.386983666
476	1.386569276
477	1.386309998
478	1.385838948
479	1.385641683
480	1.385290027
481	1.38503766
482	1.384829836
483	1.384432176
484	1.384023187
485	1.383755786
486	1.383480578
487	1.383167035
488	1.382781024
489	1.382361741
490	1.382039875
491	1.381688473
492	1.381185971
493	1.380764767
494	1.380402691
495	1.38008743
496	1.379535619
497	1.379288091
498	1.37892684
499	1.378420559
500	1.378119832
501	1.377853154
502	1.37747061
503	1.377131381
504	1.376869145
505	1.376675053
506	1.376138946
507	1.375830089
508	1.375362714
509	1.375077053
510	1.374654125
511	1.374205966
512	1.373821514
513	1.373523221
514	1.373200783
515	1.373002692
516	1.372627659
517	1.372200813
518	1.371961983
519	1.371575361
520	1.371316472
521	1.371025306
522	1.370636107
523	1.370382633
524	1.370083566
525	1.369832095
526	1.369486177
527	1.369186016
528	1.368974289
529	1.368725241
530	1.368492448
531	1.368213326
532	1.367801267
533	1.367485687
534	1.367336804
535	1.367130324
536	1.366796648
537	1.366431737
538	1.365989636
539	1.365594802
540	1.365286543
541	1.364996438
542	1.364707515
543	1.364459165
544	1.364065656
545	1.363776576
546	1.363484522
547	1.363147006
548	1.362875427
549	1.362523459
550	1.362378182
551	1.362084707
552	1.361756269
553	1.361336694
554	1.361155019
555	1.360762954
556	1.360487858
557	1.360096996
558	1.359923009
559	1.359397896
560	1.359062959
561	1.358801677
562	1.358555442
563	1.358177569
564	1.357854432
565	1.357526753
566	1.357211753
567	1.356828334
568	1.356473556
569	1.356053814
570	1.355842173
571	1.355526346
572	1.355246399
573	1.354930258
574	1.354685056
575	1.354486159
576	1.354153056
577	1.353787405
578	1.353340772
579	1.353026815
580	1.352628943
581	1.352339662
582	1.352053054
583	1.351660255
584	1.351230202
585	1.350837226
586	1.350632876
587	1.350429693
588	1.350199286
589	1.349954828
590	1.349689611
591	1.349344145
592	1.349091986
593	1.348942265
594	1.34871939
595	1.348374002
596	1.348098361
597	1.347804927
598	1.347643927
599	1.347399924
600	1.347010343
601	1.346646216
602	1.346261435
603	1.345986108
604	1.345696207
605	1.345453824
606	1.345214683
607	1.344874086
608	1.344610508
609	1.344337725
610	1.344117189
611	1.343908948
612	1.343749467
613	1.343532764
614	1.343359385
615	1.343154499
616	1.342971664
617	1.342779343
618	1.342639694
619	1.342352946
620	1.342063082
621	1.341758053
622	1.341407461
623	1.341127226
624	1.340852208
625	1.340517396
626	1.340348883
627	1.340031114
628	1.33966726
629	1.339449912
630	1.339193687
631	1.338925804
632	1.338652736
633	1.338375048
